"rules","support","confidence","lift"
"{1756-A7,1756-L61,1756-N2} => {1756-CNBR}",0.0121375590020229,0.947368421052632,39.0263157894737
"{1756-CNBR,1756-L61,1756-PA72} => {1756-N2}",0.0128118678354686,0.904761904761905,18.8980549966465
"{1756-CNBR,1756-L61,1756-N2} => {1756-PA72}",0.0128118678354686,1,26.4821428571429
"{1756-L61,1756-N2,1756-PA72} => {1756-CNBR}",0.0128118678354686,1,41.1944444444444
"{1756-A7,1756-L61,1786-TPS} => {1756-PA72}",0.0101146325016858,1,26.4821428571429
"{1756-L61,1756-PA72,1786-TPS} => {1756-A7}",0.0101146325016858,0.9375,30.2241847826087
"{1756-A7,1756-L61,1786-TPS} => {1756-N2}",0.0101146325016858,1,20.887323943662
"{1756-L61,1756-N2,1786-TPS} => {1756-A7}",0.0101146325016858,0.9375,30.2241847826087
"{1756-L61,1756-PA72,1786-TPS} => {1756-N2}",0.0107889413351315,1,20.887323943662
"{1756-L61,1756-N2,1786-TPS} => {1756-PA72}",0.0107889413351315,1,26.4821428571429
"{1756-L61,1756-N2,1756-PA72} => {1786-TPS}",0.0107889413351315,0.842105263157895,32.8642659279778
"{1756-A7,1756-L61,1756-PA72} => {1756-N2}",0.0121375590020229,0.9,18.7985915492958
"{1756-A7,1756-L61,1756-N2} => {1756-PA72}",0.0121375590020229,0.947368421052632,25.0883458646617
"{1756-L61,1756-N2,1756-PA72} => {1756-A7}",0.0121375590020229,0.947368421052632,30.5423340961098
"{1756-CNBR,1756-ENBT,1786-TPS} => {1756-PA72}",0.0101146325016858,1,26.4821428571429
"{1756-ENBT,1756-PA72,1786-TPS} => {1756-CNBR}",0.0101146325016858,0.9375,38.6197916666667
"{1756-CNBR,1756-ENBT,1786-TPS} => {1756-N2}",0.0101146325016858,1,20.887323943662
"{1756-CNBR,1756-ENBT,1756-N2} => {1786-TPS}",0.0101146325016858,0.9375,36.5871710526316
"{1756-ENBT,1756-N2,1786-TPS} => {1756-CNBR}",0.0101146325016858,1,41.1944444444444
"{1756-A7,1756-CNBR,1756-ENBT} => {1756-PA72}",0.0114632501685772,1,26.4821428571429
"{1756-CNBR,1756-ENBT,1756-PA72} => {1756-A7}",0.0114632501685772,0.894736842105263,28.8455377574371
"{1756-A7,1756-ENBT,1756-PA72} => {1756-CNBR}",0.0114632501685772,1,41.1944444444444
"{1756-CNBR,1756-ENBT,1756-PA72} => {1756-N2}",0.0107889413351315,0.842105263157895,17.5893254262417
"{1756-CNBR,1756-ENBT,1756-N2} => {1756-PA72}",0.0107889413351315,1,26.4821428571429
"{1756-ENBT,1756-N2,1756-PA72} => {1756-CNBR}",0.0107889413351315,1,41.1944444444444
"{1756-ENBT,1756-PA72,1786-TPS} => {1756-N2}",0.0101146325016858,0.9375,19.5818661971831
"{1756-ENBT,1756-N2,1786-TPS} => {1756-PA72}",0.0101146325016858,1,26.4821428571429
"{1756-ENBT,1756-N2,1756-PA72} => {1786-TPS}",0.0101146325016858,0.9375,36.5871710526316
"{1756-IB16,1756-IF8,1756-TBCH} => {1756-N2}",0.0101146325016858,1,20.887323943662
"{1756-IB16,1756-IF8,1756-N2} => {1756-TBCH}",0.0101146325016858,0.9375,27.2610294117647
"{1756-IB16,1756-N2,1756-TBCH} => {1756-IF8}",0.0101146325016858,1,52.9642857142857
"{1756-IF8,1756-N2,1756-TBCH} => {1756-IB16}",0.0101146325016858,0.882352941176471,65.4264705882353
"{1756-PA75,1756-TBCH,1756-TBNH} => {1756-N2}",0.0107889413351315,1,20.887323943662
"{1756-N2,1756-PA75,1756-TBNH} => {1756-TBCH}",0.0107889413351315,1,29.078431372549
"{1756-N2,1756-TBCH,1756-TBNH} => {1756-PA75}",0.0107889413351315,0.842105263157895,44.6015037593985
"{1756-N2,1756-PA75,1756-TBCH} => {1756-TBNH}",0.0107889413351315,0.8,49.4333333333333
"{1756-EN2TR,1756-TBCH,1756-TBNH} => {1756-N2}",0.0101146325016858,1,20.887323943662
"{1756-EN2TR,1756-N2,1756-TBNH} => {1756-TBCH}",0.0101146325016858,1,29.078431372549
"{1756-EN2TR,1756-N2,1756-TBCH} => {1756-TBNH}",0.0101146325016858,0.833333333333333,51.4930555555556
"{1756-A13,1756-IF16,1756-TBCH} => {1756-N2}",0.0101146325016858,1,20.887323943662
"{1756-A13,1756-IF16,1756-N2} => {1756-TBCH}",0.0101146325016858,1,29.078431372549
"{1756-IF16,1756-N2,1756-TBCH} => {1756-A13}",0.0101146325016858,0.882352941176471,43.6176470588235
"{1756-RMC1,1794-TB2,1794-TB32} => {1794-IB32}",0.0101146325016858,1,40.0810810810811
"{1794-IB32,1794-TB2,1794-TB32} => {1756-RMC1}",0.0101146325016858,0.882352941176471,43.6176470588235
"{1756-RMC1,1794-IB32,1794-TB32} => {1794-TB2}",0.0101146325016858,1,54.9259259259259
"{1756-RMC1,1794-IB32,1794-TB2} => {1794-TB32}",0.0101146325016858,1,41.1944444444444
"{1756-RMC1,1794-TB2,1794-TB32} => {1756-CNBR}",0.0101146325016858,1,41.1944444444444
"{1756-CNBR,1794-TB2,1794-TB32} => {1756-RMC1}",0.0101146325016858,0.9375,46.34375
"{1756-CNBR,1756-RMC1,1794-TB32} => {1794-TB2}",0.0101146325016858,1,54.9259259259259
"{1756-RMC1,1794-TB2,1794-TB32} => {1786-TPS}",0.0101146325016858,1,39.0263157894737
"{1786-TPS,1794-TB2,1794-TB32} => {1756-RMC1}",0.0101146325016858,0.9375,46.34375
"{1756-RMC1,1786-TPS,1794-TB32} => {1794-TB2}",0.0101146325016858,1,54.9259259259259
"{1756-RMC1,1794-TB2,1794-TB32} => {1756-PA72}",0.0101146325016858,1,26.4821428571429
"{1756-PA72,1794-TB2,1794-TB32} => {1756-RMC1}",0.0101146325016858,0.9375,46.34375
"{1756-PA72,1756-RMC1,1794-TB32} => {1794-TB2}",0.0101146325016858,1,54.9259259259259
"{1756-RMC1,1794-TB2,1794-TB32} => {1756-N2}",0.0101146325016858,1,20.887323943662
"{1756-N2,1794-TB2,1794-TB32} => {1756-RMC1}",0.0101146325016858,0.9375,46.34375
"{1756-N2,1756-RMC1,1794-TB32} => {1794-TB2}",0.0101146325016858,1,54.9259259259259
"{1794-IB32,1794-TB2,1794-TB32} => {1756-CNBR}",0.0107889413351315,0.941176470588235,38.7712418300654
"{1756-CNBR,1794-TB2,1794-TB32} => {1794-IB32}",0.0107889413351315,1,40.0810810810811
"{1756-CNBR,1794-IB32,1794-TB32} => {1794-TB2}",0.0107889413351315,1,54.9259259259259
"{1756-CNBR,1794-IB32,1794-TB2} => {1794-TB32}",0.0107889413351315,1,41.1944444444444
"{1794-IB32,1794-TB2,1794-TB32} => {1786-TPS}",0.0107889413351315,0.941176470588235,36.7306501547988
"{1786-TPS,1794-TB2,1794-TB32} => {1794-IB32}",0.0107889413351315,1,40.0810810810811
"{1786-TPS,1794-IB32,1794-TB32} => {1794-TB2}",0.0107889413351315,0.941176470588235,51.6949891067538
"{1786-TPS,1794-IB32,1794-TB2} => {1794-TB32}",0.0107889413351315,1,41.1944444444444
"{1794-IB32,1794-TB2,1794-TB32} => {1756-A7}",0.0101146325016858,0.882352941176471,28.4462915601023
"{1756-A7,1794-TB2,1794-TB32} => {1794-IB32}",0.0101146325016858,1,40.0810810810811
"{1756-A7,1794-IB32,1794-TB32} => {1794-TB2}",0.0101146325016858,0.9375,51.4930555555556
"{1756-A7,1794-IB32,1794-TB2} => {1794-TB32}",0.0101146325016858,1,41.1944444444444
"{1794-IB32,1794-TB2,1794-TB32} => {1756-PA72}",0.0107889413351315,0.941176470588235,24.9243697478992
"{1756-PA72,1794-TB2,1794-TB32} => {1794-IB32}",0.0107889413351315,1,40.0810810810811
"{1756-PA72,1794-IB32,1794-TB32} => {1794-TB2}",0.0107889413351315,0.941176470588235,51.6949891067538
"{1756-PA72,1794-IB32,1794-TB2} => {1794-TB32}",0.0107889413351315,1,41.1944444444444
"{1794-IB32,1794-TB2,1794-TB32} => {1756-N2}",0.0107889413351315,0.941176470588235,19.6586578293289
"{1756-N2,1794-TB2,1794-TB32} => {1794-IB32}",0.0107889413351315,1,40.0810810810811
"{1756-N2,1794-IB32,1794-TB32} => {1794-TB2}",0.0107889413351315,0.888888888888889,48.8230452674897
"{1756-N2,1794-IB32,1794-TB2} => {1794-TB32}",0.0107889413351315,1,41.1944444444444
"{1756-CNBR,1794-TB2,1794-TB32} => {1786-TPS}",0.0107889413351315,1,39.0263157894737
"{1786-TPS,1794-TB2,1794-TB32} => {1756-CNBR}",0.0107889413351315,1,41.1944444444444
"{1756-CNBR,1786-TPS,1794-TB32} => {1794-TB2}",0.0107889413351315,1,54.9259259259259
"{1756-CNBR,1794-TB2,1794-TB32} => {1756-A7}",0.0101146325016858,0.9375,30.2241847826087
"{1756-A7,1794-TB2,1794-TB32} => {1756-CNBR}",0.0101146325016858,1,41.1944444444444
"{1756-A7,1756-CNBR,1794-TB32} => {1794-TB2}",0.0101146325016858,1,54.9259259259259
"{1756-CNBR,1794-TB2,1794-TB32} => {1756-PA72}",0.0107889413351315,1,26.4821428571429
"{1756-PA72,1794-TB2,1794-TB32} => {1756-CNBR}",0.0107889413351315,1,41.1944444444444
"{1756-CNBR,1756-PA72,1794-TB32} => {1794-TB2}",0.0107889413351315,1,54.9259259259259
"{1756-CNBR,1794-TB2,1794-TB32} => {1756-N2}",0.0107889413351315,1,20.887323943662
"{1756-N2,1794-TB2,1794-TB32} => {1756-CNBR}",0.0107889413351315,1,41.1944444444444
"{1756-CNBR,1756-N2,1794-TB32} => {1794-TB2}",0.0107889413351315,1,54.9259259259259
"{1786-TPS,1794-TB2,1794-TB32} => {1756-A7}",0.0101146325016858,0.9375,30.2241847826087
"{1756-A7,1794-TB2,1794-TB32} => {1786-TPS}",0.0101146325016858,1,39.0263157894737
"{1756-A7,1786-TPS,1794-TB32} => {1794-TB2}",0.0101146325016858,1,54.9259259259259
"{1786-TPS,1794-TB2,1794-TB32} => {1756-PA72}",0.0107889413351315,1,26.4821428571429
"{1756-PA72,1794-TB2,1794-TB32} => {1786-TPS}",0.0107889413351315,1,39.0263157894737
"{1756-PA72,1786-TPS,1794-TB32} => {1794-TB2}",0.0107889413351315,1,54.9259259259259
"{1786-TPS,1794-TB2,1794-TB32} => {1756-N2}",0.0107889413351315,1,20.887323943662
"{1756-N2,1794-TB2,1794-TB32} => {1786-TPS}",0.0107889413351315,1,39.0263157894737
"{1756-N2,1786-TPS,1794-TB32} => {1794-TB2}",0.0107889413351315,1,54.9259259259259
"{1756-A7,1794-TB2,1794-TB32} => {1756-PA72}",0.0101146325016858,1,26.4821428571429
"{1756-PA72,1794-TB2,1794-TB32} => {1756-A7}",0.0101146325016858,0.9375,30.2241847826087
"{1756-A7,1756-PA72,1794-TB32} => {1794-TB2}",0.0101146325016858,0.9375,51.4930555555556
"{1756-A7,1794-TB2,1794-TB32} => {1756-N2}",0.0101146325016858,1,20.887323943662
"{1756-N2,1794-TB2,1794-TB32} => {1756-A7}",0.0101146325016858,0.9375,30.2241847826087
"{1756-A7,1756-N2,1794-TB32} => {1794-TB2}",0.0101146325016858,0.9375,51.4930555555556
"{1756-PA72,1794-TB2,1794-TB32} => {1756-N2}",0.0107889413351315,1,20.887323943662
"{1756-N2,1794-TB2,1794-TB32} => {1756-PA72}",0.0107889413351315,1,26.4821428571429
"{1756-N2,1756-PA72,1794-TB32} => {1794-TB2}",0.0107889413351315,0.941176470588235,51.6949891067538
"{1756-RMC1,1794-IB32,1794-TB32} => {1756-CNBR}",0.0101146325016858,1,41.1944444444444
"{1756-CNBR,1756-RMC1,1794-TB32} => {1794-IB32}",0.0101146325016858,1,40.0810810810811
"{1756-CNBR,1794-IB32,1794-TB32} => {1756-RMC1}",0.0101146325016858,0.9375,46.34375
"{1756-CNBR,1756-RMC1,1794-IB32} => {1794-TB32}",0.0101146325016858,0.9375,38.6197916666667
"{1756-RMC1,1794-IB32,1794-TB32} => {1786-TPS}",0.0101146325016858,1,39.0263157894737
"{1756-RMC1,1786-TPS,1794-TB32} => {1794-IB32}",0.0101146325016858,1,40.0810810810811
"{1786-TPS,1794-IB32,1794-TB32} => {1756-RMC1}",0.0101146325016858,0.882352941176471,43.6176470588235
"{1756-RMC1,1786-TPS,1794-IB32} => {1794-TB32}",0.0101146325016858,0.9375,38.6197916666667
"{1756-RMC1,1794-IB32,1794-TB32} => {1756-PA72}",0.0101146325016858,1,26.4821428571429
"{1756-PA72,1756-RMC1,1794-TB32} => {1794-IB32}",0.0101146325016858,1,40.0810810810811
"{1756-PA72,1794-IB32,1794-TB32} => {1756-RMC1}",0.0101146325016858,0.882352941176471,43.6176470588235
"{1756-PA72,1756-RMC1,1794-IB32} => {1794-TB32}",0.0101146325016858,0.9375,38.6197916666667
"{1756-RMC1,1794-IB32,1794-TB32} => {1756-N2}",0.0101146325016858,1,20.887323943662
"{1756-N2,1756-RMC1,1794-TB32} => {1794-IB32}",0.0101146325016858,1,40.0810810810811
"{1756-N2,1794-IB32,1794-TB32} => {1756-RMC1}",0.0101146325016858,0.833333333333333,41.1944444444444
"{1756-N2,1756-RMC1,1794-IB32} => {1794-TB32}",0.0101146325016858,0.9375,38.6197916666667
"{1756-CNBR,1756-RMC1,1794-TB32} => {1786-TPS}",0.0101146325016858,1,39.0263157894737
"{1756-RMC1,1786-TPS,1794-TB32} => {1756-CNBR}",0.0101146325016858,1,41.1944444444444
"{1756-CNBR,1786-TPS,1794-TB32} => {1756-RMC1}",0.0101146325016858,0.9375,46.34375
"{1756-CNBR,1756-RMC1,1794-TB32} => {1756-PA72}",0.0101146325016858,1,26.4821428571429
"{1756-PA72,1756-RMC1,1794-TB32} => {1756-CNBR}",0.0101146325016858,1,41.1944444444444
"{1756-CNBR,1756-PA72,1794-TB32} => {1756-RMC1}",0.0101146325016858,0.9375,46.34375
"{1756-CNBR,1756-RMC1,1794-TB32} => {1756-N2}",0.0101146325016858,1,20.887323943662
"{1756-N2,1756-RMC1,1794-TB32} => {1756-CNBR}",0.0101146325016858,1,41.1944444444444
"{1756-CNBR,1756-N2,1794-TB32} => {1756-RMC1}",0.0101146325016858,0.9375,46.34375
"{1756-RMC1,1786-TPS,1794-TB32} => {1756-PA72}",0.0101146325016858,1,26.4821428571429
"{1756-PA72,1756-RMC1,1794-TB32} => {1786-TPS}",0.0101146325016858,1,39.0263157894737
"{1756-PA72,1786-TPS,1794-TB32} => {1756-RMC1}",0.0101146325016858,0.9375,46.34375
"{1756-RMC1,1786-TPS,1794-TB32} => {1756-N2}",0.0101146325016858,1,20.887323943662
"{1756-N2,1756-RMC1,1794-TB32} => {1786-TPS}",0.0101146325016858,1,39.0263157894737
"{1756-N2,1786-TPS,1794-TB32} => {1756-RMC1}",0.0101146325016858,0.9375,46.34375
"{1756-PA72,1756-RMC1,1794-TB32} => {1756-N2}",0.0101146325016858,1,20.887323943662
"{1756-N2,1756-RMC1,1794-TB32} => {1756-PA72}",0.0101146325016858,1,26.4821428571429
"{1756-N2,1756-PA72,1794-TB32} => {1756-RMC1}",0.0101146325016858,0.882352941176471,43.6176470588235
"{1756-CNBR,1794-IB32,1794-TB32} => {1786-TPS}",0.0107889413351315,1,39.0263157894737
"{1786-TPS,1794-IB32,1794-TB32} => {1756-CNBR}",0.0107889413351315,0.941176470588235,38.7712418300654
"{1756-CNBR,1786-TPS,1794-TB32} => {1794-IB32}",0.0107889413351315,1,40.0810810810811
"{1756-CNBR,1786-TPS,1794-IB32} => {1794-TB32}",0.0107889413351315,0.941176470588235,38.7712418300654
"{1756-CNBR,1794-IB32,1794-TB32} => {1756-A7}",0.0101146325016858,0.9375,30.2241847826087
"{1756-A7,1794-IB32,1794-TB32} => {1756-CNBR}",0.0101146325016858,0.9375,38.6197916666667
"{1756-A7,1756-CNBR,1794-TB32} => {1794-IB32}",0.0101146325016858,1,40.0810810810811
"{1756-A7,1756-CNBR,1794-IB32} => {1794-TB32}",0.0101146325016858,0.9375,38.6197916666667
"{1756-CNBR,1794-IB32,1794-TB32} => {1756-PA72}",0.0107889413351315,1,26.4821428571429
"{1756-PA72,1794-IB32,1794-TB32} => {1756-CNBR}",0.0107889413351315,0.941176470588235,38.7712418300654
"{1756-CNBR,1756-PA72,1794-TB32} => {1794-IB32}",0.0107889413351315,1,40.0810810810811
"{1756-CNBR,1756-PA72,1794-IB32} => {1794-TB32}",0.0107889413351315,0.941176470588235,38.7712418300654
"{1756-CNBR,1794-IB32,1794-TB32} => {1756-N2}",0.0107889413351315,1,20.887323943662
"{1756-N2,1794-IB32,1794-TB32} => {1756-CNBR}",0.0107889413351315,0.888888888888889,36.6172839506173
"{1756-CNBR,1756-N2,1794-TB32} => {1794-IB32}",0.0107889413351315,1,40.0810810810811
"{1756-CNBR,1756-N2,1794-IB32} => {1794-TB32}",0.0107889413351315,0.941176470588235,38.7712418300654
"{1786-TPS,1794-IB32,1794-TB32} => {1756-A7}",0.0101146325016858,0.882352941176471,28.4462915601023
"{1756-A7,1794-IB32,1794-TB32} => {1786-TPS}",0.0101146325016858,0.9375,36.5871710526316
"{1756-A7,1786-TPS,1794-TB32} => {1794-IB32}",0.0101146325016858,1,40.0810810810811
"{1756-A7,1786-TPS,1794-IB32} => {1794-TB32}",0.0101146325016858,0.882352941176471,36.3480392156863
"{1786-TPS,1794-IB32,1794-TB32} => {1756-PA72}",0.0107889413351315,0.941176470588235,24.9243697478992
"{1756-PA72,1794-IB32,1794-TB32} => {1786-TPS}",0.0107889413351315,0.941176470588235,36.7306501547988
"{1756-PA72,1786-TPS,1794-TB32} => {1794-IB32}",0.0107889413351315,1,40.0810810810811
"{1756-PA72,1786-TPS,1794-IB32} => {1794-TB32}",0.0107889413351315,0.888888888888889,36.6172839506173
"{1786-TPS,1794-IB32,1794-TB32} => {1756-N2}",0.0107889413351315,0.941176470588235,19.6586578293289
"{1756-N2,1794-IB32,1794-TB32} => {1786-TPS}",0.0107889413351315,0.888888888888889,34.6900584795322
"{1756-N2,1786-TPS,1794-TB32} => {1794-IB32}",0.0107889413351315,1,40.0810810810811
"{1756-N2,1786-TPS,1794-IB32} => {1794-TB32}",0.0107889413351315,0.888888888888889,36.6172839506173
"{1756-A7,1794-IB32,1794-TB32} => {1756-PA72}",0.0107889413351315,1,26.4821428571429
"{1756-PA72,1794-IB32,1794-TB32} => {1756-A7}",0.0107889413351315,0.941176470588235,30.3427109974425
"{1756-A7,1756-PA72,1794-TB32} => {1794-IB32}",0.0107889413351315,1,40.0810810810811
"{1756-A7,1756-PA72,1794-IB32} => {1794-TB32}",0.0107889413351315,0.888888888888889,36.6172839506173
"{1756-A7,1794-IB32,1794-TB32} => {1756-N2}",0.0107889413351315,1,20.887323943662
"{1756-N2,1794-IB32,1794-TB32} => {1756-A7}",0.0107889413351315,0.888888888888889,28.6570048309179
"{1756-A7,1756-N2,1794-TB32} => {1794-IB32}",0.0107889413351315,1,40.0810810810811
"{1756-A7,1756-N2,1794-IB32} => {1794-TB32}",0.0107889413351315,0.888888888888889,36.6172839506173
"{1756-PA72,1794-IB32,1794-TB32} => {1756-N2}",0.0114632501685772,1,20.887323943662
"{1756-N2,1794-IB32,1794-TB32} => {1756-PA72}",0.0114632501685772,0.944444444444444,25.0109126984127
"{1756-N2,1756-PA72,1794-TB32} => {1794-IB32}",0.0114632501685772,1,40.0810810810811
"{1756-N2,1756-PA72,1794-IB32} => {1794-TB32}",0.0114632501685772,0.894736842105263,36.8581871345029
"{1756-CNBR,1786-TPS,1794-TB32} => {1756-A7}",0.0101146325016858,0.9375,30.2241847826087
"{1756-A7,1756-CNBR,1794-TB32} => {1786-TPS}",0.0101146325016858,1,39.0263157894737
"{1756-A7,1786-TPS,1794-TB32} => {1756-CNBR}",0.0101146325016858,1,41.1944444444444
"{1756-CNBR,1786-TPS,1794-TB32} => {1756-PA72}",0.0107889413351315,1,26.4821428571429
"{1756-CNBR,1756-PA72,1794-TB32} => {1786-TPS}",0.0107889413351315,1,39.0263157894737
"{1756-PA72,1786-TPS,1794-TB32} => {1756-CNBR}",0.0107889413351315,1,41.1944444444444
"{1756-CNBR,1786-TPS,1794-TB32} => {1756-N2}",0.0107889413351315,1,20.887323943662
"{1756-CNBR,1756-N2,1794-TB32} => {1786-TPS}",0.0107889413351315,1,39.0263157894737
"{1756-N2,1786-TPS,1794-TB32} => {1756-CNBR}",0.0107889413351315,1,41.1944444444444
"{1756-A7,1756-CNBR,1794-TB32} => {1756-PA72}",0.0101146325016858,1,26.4821428571429
"{1756-CNBR,1756-PA72,1794-TB32} => {1756-A7}",0.0101146325016858,0.9375,30.2241847826087
"{1756-A7,1756-PA72,1794-TB32} => {1756-CNBR}",0.0101146325016858,0.9375,38.6197916666667
"{1756-A7,1756-CNBR,1794-TB32} => {1756-N2}",0.0101146325016858,1,20.887323943662
"{1756-CNBR,1756-N2,1794-TB32} => {1756-A7}",0.0101146325016858,0.9375,30.2241847826087
"{1756-A7,1756-N2,1794-TB32} => {1756-CNBR}",0.0101146325016858,0.9375,38.6197916666667
"{1756-CNBR,1756-PA72,1794-TB32} => {1756-N2}",0.0107889413351315,1,20.887323943662
"{1756-CNBR,1756-N2,1794-TB32} => {1756-PA72}",0.0107889413351315,1,26.4821428571429
"{1756-N2,1756-PA72,1794-TB32} => {1756-CNBR}",0.0107889413351315,0.941176470588235,38.7712418300654
"{1756-A7,1786-TPS,1794-TB32} => {1756-PA72}",0.0101146325016858,1,26.4821428571429
"{1756-PA72,1786-TPS,1794-TB32} => {1756-A7}",0.0101146325016858,0.9375,30.2241847826087
"{1756-A7,1756-PA72,1794-TB32} => {1786-TPS}",0.0101146325016858,0.9375,36.5871710526316
"{1756-A7,1786-TPS,1794-TB32} => {1756-N2}",0.0101146325016858,1,20.887323943662
"{1756-N2,1786-TPS,1794-TB32} => {1756-A7}",0.0101146325016858,0.9375,30.2241847826087
"{1756-A7,1756-N2,1794-TB32} => {1786-TPS}",0.0101146325016858,0.9375,36.5871710526316
"{1756-PA72,1786-TPS,1794-TB32} => {1756-N2}",0.0107889413351315,1,20.887323943662
"{1756-N2,1786-TPS,1794-TB32} => {1756-PA72}",0.0107889413351315,1,26.4821428571429
"{1756-N2,1756-PA72,1794-TB32} => {1786-TPS}",0.0107889413351315,0.941176470588235,36.7306501547988
"{1756-A7,1756-PA72,1794-TB32} => {1756-N2}",0.0107889413351315,1,20.887323943662
"{1756-A7,1756-N2,1794-TB32} => {1756-PA72}",0.0107889413351315,1,26.4821428571429
"{1756-N2,1756-PA72,1794-TB32} => {1756-A7}",0.0107889413351315,0.941176470588235,30.3427109974425
"{1756-RMC1,1794-TB2,2080-SERIALISOL} => {1756-CNBR}",0.0101146325016858,1,41.1944444444444
"{1756-CNBR,1794-TB2,2080-SERIALISOL} => {1756-RMC1}",0.0101146325016858,1,49.4333333333333
"{1756-CNBR,1756-RMC1,2080-SERIALISOL} => {1794-TB2}",0.0101146325016858,0.9375,51.4930555555556
"{1756-RMC1,1794-TB2,2080-SERIALISOL} => {1786-TPS}",0.0101146325016858,1,39.0263157894737
"{1786-TPS,1794-TB2,2080-SERIALISOL} => {1756-RMC1}",0.0101146325016858,1,49.4333333333333
"{1756-RMC1,1786-TPS,2080-SERIALISOL} => {1794-TB2}",0.0101146325016858,1,54.9259259259259
"{1756-RMC1,1794-TB2,2080-SERIALISOL} => {1756-A7}",0.0101146325016858,1,32.2391304347826
"{1756-A7,1794-TB2,2080-SERIALISOL} => {1756-RMC1}",0.0101146325016858,1,49.4333333333333
"{1756-A7,1756-RMC1,2080-SERIALISOL} => {1794-TB2}",0.0101146325016858,0.9375,51.4930555555556
"{1756-RMC1,1794-TB2,2080-SERIALISOL} => {1756-PA72}",0.0101146325016858,1,26.4821428571429
"{1756-PA72,1794-TB2,2080-SERIALISOL} => {1756-RMC1}",0.0101146325016858,1,49.4333333333333
"{1756-PA72,1756-RMC1,2080-SERIALISOL} => {1794-TB2}",0.0101146325016858,0.9375,51.4930555555556
"{1756-RMC1,1794-TB2,2080-SERIALISOL} => {1756-N2}",0.0101146325016858,1,20.887323943662
"{1756-N2,1794-TB2,2080-SERIALISOL} => {1756-RMC1}",0.0101146325016858,1,49.4333333333333
"{1756-N2,1756-RMC1,2080-SERIALISOL} => {1794-TB2}",0.0101146325016858,1,54.9259259259259
"{1756-CNBR,1794-TB2,2080-SERIALISOL} => {1786-TPS}",0.0101146325016858,1,39.0263157894737
"{1786-TPS,1794-TB2,2080-SERIALISOL} => {1756-CNBR}",0.0101146325016858,1,41.1944444444444
"{1756-CNBR,1786-TPS,2080-SERIALISOL} => {1794-TB2}",0.0101146325016858,1,54.9259259259259
"{1756-CNBR,1794-TB2,2080-SERIALISOL} => {1756-A7}",0.0101146325016858,1,32.2391304347826
"{1756-A7,1794-TB2,2080-SERIALISOL} => {1756-CNBR}",0.0101146325016858,1,41.1944444444444
"{1756-CNBR,1794-TB2,2080-SERIALISOL} => {1756-PA72}",0.0101146325016858,1,26.4821428571429
"{1756-PA72,1794-TB2,2080-SERIALISOL} => {1756-CNBR}",0.0101146325016858,1,41.1944444444444
"{1756-CNBR,1794-TB2,2080-SERIALISOL} => {1756-N2}",0.0101146325016858,1,20.887323943662
"{1756-N2,1794-TB2,2080-SERIALISOL} => {1756-CNBR}",0.0101146325016858,1,41.1944444444444
"{1786-TPS,1794-TB2,2080-SERIALISOL} => {1756-A7}",0.0101146325016858,1,32.2391304347826
"{1756-A7,1794-TB2,2080-SERIALISOL} => {1786-TPS}",0.0101146325016858,1,39.0263157894737
"{1756-A7,1786-TPS,2080-SERIALISOL} => {1794-TB2}",0.0101146325016858,1,54.9259259259259
"{1786-TPS,1794-TB2,2080-SERIALISOL} => {1756-PA72}",0.0101146325016858,1,26.4821428571429
"{1756-PA72,1794-TB2,2080-SERIALISOL} => {1786-TPS}",0.0101146325016858,1,39.0263157894737
"{1756-PA72,1786-TPS,2080-SERIALISOL} => {1794-TB2}",0.0101146325016858,1,54.9259259259259
"{1786-TPS,1794-TB2,2080-SERIALISOL} => {1756-N2}",0.0101146325016858,1,20.887323943662
"{1756-N2,1794-TB2,2080-SERIALISOL} => {1786-TPS}",0.0101146325016858,1,39.0263157894737
"{1756-N2,1786-TPS,2080-SERIALISOL} => {1794-TB2}",0.0101146325016858,1,54.9259259259259
"{1756-A7,1794-TB2,2080-SERIALISOL} => {1756-PA72}",0.0101146325016858,1,26.4821428571429
"{1756-PA72,1794-TB2,2080-SERIALISOL} => {1756-A7}",0.0101146325016858,1,32.2391304347826
"{1756-A7,1794-TB2,2080-SERIALISOL} => {1756-N2}",0.0101146325016858,1,20.887323943662
"{1756-N2,1794-TB2,2080-SERIALISOL} => {1756-A7}",0.0101146325016858,1,32.2391304347826
"{1756-PA72,1794-TB2,2080-SERIALISOL} => {1756-N2}",0.0101146325016858,1,20.887323943662
"{1756-N2,1794-TB2,2080-SERIALISOL} => {1756-PA72}",0.0101146325016858,1,26.4821428571429
"{1756-RM2,1756-RMC1,1794-TB2} => {1756-CNBR}",0.0114632501685772,1,41.1944444444444
"{1756-CNBR,1756-RMC1,1794-TB2} => {1756-RM2}",0.0114632501685772,0.85,36.0157142857143
"{1756-CNBR,1756-RM2,1794-TB2} => {1756-RMC1}",0.0114632501685772,0.944444444444444,46.687037037037
"{1756-CNBR,1756-RM2,1756-RMC1} => {1794-TB2}",0.0114632501685772,0.894736842105263,49.1442495126706
"{1756-RM2,1756-RMC1,1794-TB2} => {1786-TPS}",0.0114632501685772,1,39.0263157894737
"{1756-RMC1,1786-TPS,1794-TB2} => {1756-RM2}",0.0114632501685772,0.85,36.0157142857143
"{1756-RM2,1786-TPS,1794-TB2} => {1756-RMC1}",0.0114632501685772,0.944444444444444,46.687037037037
