"rules","support","confidence","lift"
"{1756-IF8,1756-TBCH} => {1756-N2}",0.0114632501685772,0.80952380952381,16.9087860496311
"{1756-IF8,1756-N2} => {1756-TBCH}",0.0114632501685772,0.894736842105263,26.0175438596491
"{1756-IF16,1756-OF8} => {1756-IB32}",0.0107889413351315,0.941176470588235,45.0246679316888
"{1756-IB32,1756-OF8} => {1756-IF16}",0.0107889413351315,0.888888888888889,50.7008547008547
"{1756-IB32,1756-IF16} => {1756-OF8}",0.0107889413351315,0.842105263157895,49.9536842105263
"{1756-IF16,1756-OF8} => {1756-TBCH}",0.0101146325016858,0.882352941176471,25.6574394463668
"{1756-A13,1756-OF8} => {1756-IB32}",0.0101146325016858,0.9375,44.8487903225806
"{1756-IB32,1756-OF8} => {1756-A13}",0.0101146325016858,0.833333333333333,41.1944444444444
"{1756-A13,1756-IB32} => {1756-OF8}",0.0101146325016858,0.833333333333333,49.4333333333333
"{1756-IB32,1756-OF8} => {1756-TBCH}",0.0107889413351315,0.888888888888889,25.8474945533769
"{1756-OF8,1756-TBCH} => {1756-IB32}",0.0107889413351315,0.8,38.2709677419355
"{1756-PA75,1756-TBNH} => {1756-TBCH}",0.0107889413351315,1,29.078431372549
"{1756-PA75,1756-TBNH} => {1756-N2}",0.0107889413351315,1,20.887323943662
"{1756-N2,1756-TBNH} => {1756-PA75}",0.0107889413351315,0.842105263157895,44.6015037593985
"{1756-EN2TR,1756-TBNH} => {1756-TBCH}",0.0101146325016858,1,29.078431372549
"{1756-EN2TR,1756-TBNH} => {1756-N2}",0.0101146325016858,1,20.887323943662
"{1756-PA72,1756-TBNH} => {1756-TBCH}",0.0101146325016858,0.9375,27.2610294117647
"{1756-TBCH,1756-TBNH} => {1756-N2}",0.0128118678354686,0.826086956521739,17.2547458665034
"{1756-N2,1756-TBNH} => {1756-TBCH}",0.0128118678354686,1,29.078431372549
"{1734-AENTR,1734-IB8} => {1734-OB8}",0.0107889413351315,0.941176470588235,26.3351831298557
"{1756-A13,1756-IF16} => {1756-IB32}",0.0101146325016858,0.882352941176471,42.2106261859583
"{1756-A13,1756-IB32} => {1756-IF16}",0.0101146325016858,0.833333333333333,47.5320512820513
"{1756-A13,1756-IF16} => {1756-TBCH}",0.0101146325016858,0.882352941176471,25.6574394463668
"{1756-A13,1756-IF16} => {1756-N2}",0.0101146325016858,0.882352941176471,18.4299917149959
"{1756-IF16,1756-N2} => {1756-A13}",0.0101146325016858,0.833333333333333,41.1944444444444
"{1756-IF16,1756-PA75} => {1756-EN2TR}",0.0101146325016858,1,39.0263157894737
"{1756-EN2TR,1756-IF16} => {1756-PA75}",0.0101146325016858,0.833333333333333,44.1369047619048
"{1756-EN2TR,1756-PA75} => {1756-IF16}",0.0101146325016858,0.882352941176471,50.3280542986425
"{1756-EN2TR,1756-IF16} => {1756-IB32}",0.0101146325016858,0.833333333333333,39.8655913978495
"{1756-EN2TR,1756-IB32} => {1756-IF16}",0.0101146325016858,1,57.0384615384615
"{1756-EN2TR,1756-IF16} => {1756-N2}",0.0101146325016858,0.833333333333333,17.406103286385
"{1756-IF16,1756-N2} => {1756-EN2TR}",0.0101146325016858,0.833333333333333,32.5219298245614
"{1756-IF16,1756-TBCH} => {1756-N2}",0.0114632501685772,0.894736842105263,18.6886582653818
"{1756-IF16,1756-N2} => {1756-TBCH}",0.0114632501685772,0.944444444444444,27.462962962963
"{1756-A10,1756-N2} => {1756-TBCH}",0.0101146325016858,0.882352941176471,25.6574394463668
"{1794-TB2,1794-TB32} => {1756-RMC1}",0.0101146325016858,0.882352941176471,43.6176470588235
"{1756-RMC1,1794-TB32} => {1794-TB2}",0.0101146325016858,0.9375,51.4930555555556
"{1794-TB2,1794-TB32} => {1794-IB32}",0.0114632501685772,1,40.0810810810811
"{1794-IB32,1794-TB2} => {1794-TB32}",0.0114632501685772,1,41.1944444444444
"{1794-TB2,1794-TB32} => {1756-CNBR}",0.0107889413351315,0.941176470588235,38.7712418300654
"{1756-CNBR,1794-TB32} => {1794-TB2}",0.0107889413351315,1,54.9259259259259
"{1794-TB2,1794-TB32} => {1786-TPS}",0.0107889413351315,0.941176470588235,36.7306501547988
"{1786-TPS,1794-TB32} => {1794-TB2}",0.0107889413351315,0.941176470588235,51.6949891067538
"{1794-TB2,1794-TB32} => {1756-A7}",0.0101146325016858,0.882352941176471,28.4462915601023
"{1756-A7,1794-TB32} => {1794-TB2}",0.0101146325016858,0.9375,51.4930555555556
"{1794-TB2,1794-TB32} => {1756-PA72}",0.0107889413351315,0.941176470588235,24.9243697478992
"{1756-PA72,1794-TB32} => {1794-TB2}",0.0107889413351315,0.941176470588235,51.6949891067538
"{1794-TB2,1794-TB32} => {1756-N2}",0.0107889413351315,0.941176470588235,19.6586578293289
"{1756-N2,1794-TB32} => {1794-TB2}",0.0107889413351315,0.888888888888889,48.8230452674897
"{1756-RMC1,1794-TB32} => {1794-IB32}",0.0101146325016858,0.9375,37.5760135135135
"{1756-RMC1,1794-IB32} => {1794-TB32}",0.0101146325016858,0.9375,38.6197916666667
"{1756-RMC1,1794-TB32} => {1756-CNBR}",0.0101146325016858,0.9375,38.6197916666667
"{1756-CNBR,1794-TB32} => {1756-RMC1}",0.0101146325016858,0.9375,46.34375
"{1756-RMC1,1794-TB32} => {1786-TPS}",0.0101146325016858,0.9375,36.5871710526316
"{1786-TPS,1794-TB32} => {1756-RMC1}",0.0101146325016858,0.882352941176471,43.6176470588235
"{1756-RMC1,1794-TB32} => {1756-PA72}",0.0101146325016858,0.9375,24.8270089285714
"{1756-PA72,1794-TB32} => {1756-RMC1}",0.0101146325016858,0.882352941176471,43.6176470588235
"{1756-RMC1,1794-TB32} => {1756-N2}",0.0101146325016858,0.9375,19.5818661971831
"{1756-N2,1794-TB32} => {1756-RMC1}",0.0101146325016858,0.833333333333333,41.1944444444444
"{1756-CNBR,1794-TB32} => {1794-IB32}",0.0107889413351315,1,40.0810810810811
"{1756-CNBR,1794-IB32} => {1794-TB32}",0.0107889413351315,0.941176470588235,38.7712418300654
"{1786-TPS,1794-TB32} => {1794-IB32}",0.0114632501685772,1,40.0810810810811
"{1786-TPS,1794-IB32} => {1794-TB32}",0.0114632501685772,0.894736842105263,36.8581871345029
"{1756-A7,1794-TB32} => {1794-IB32}",0.0107889413351315,1,40.0810810810811
"{1756-A7,1794-IB32} => {1794-TB32}",0.0107889413351315,0.888888888888889,36.6172839506173
"{1756-PA72,1794-TB32} => {1794-IB32}",0.0114632501685772,1,40.0810810810811
"{1756-PA72,1794-IB32} => {1794-TB32}",0.0114632501685772,0.894736842105263,36.8581871345029
"{1756-N2,1794-TB32} => {1794-IB32}",0.0121375590020229,1,40.0810810810811
"{1756-N2,1794-IB32} => {1794-TB32}",0.0121375590020229,0.9,37.075
"{1756-CNBR,1794-TB32} => {1786-TPS}",0.0107889413351315,1,39.0263157894737
"{1786-TPS,1794-TB32} => {1756-CNBR}",0.0107889413351315,0.941176470588235,38.7712418300654
"{1756-CNBR,1794-TB32} => {1756-A7}",0.0101146325016858,0.9375,30.2241847826087
"{1756-A7,1794-TB32} => {1756-CNBR}",0.0101146325016858,0.9375,38.6197916666667
"{1756-CNBR,1794-TB32} => {1756-PA72}",0.0107889413351315,1,26.4821428571429
"{1756-PA72,1794-TB32} => {1756-CNBR}",0.0107889413351315,0.941176470588235,38.7712418300654
"{1756-CNBR,1794-TB32} => {1756-N2}",0.0107889413351315,1,20.887323943662
"{1756-N2,1794-TB32} => {1756-CNBR}",0.0107889413351315,0.888888888888889,36.6172839506173
"{1786-TPS,1794-TB32} => {1756-A7}",0.0101146325016858,0.882352941176471,28.4462915601023
"{1756-A7,1794-TB32} => {1786-TPS}",0.0101146325016858,0.9375,36.5871710526316
"{1786-TPS,1794-TB32} => {1756-PA72}",0.0107889413351315,0.941176470588235,24.9243697478992
"{1756-PA72,1794-TB32} => {1786-TPS}",0.0107889413351315,0.941176470588235,36.7306501547988
"{1786-TPS,1794-TB32} => {1756-N2}",0.0107889413351315,0.941176470588235,19.6586578293289
"{1756-N2,1794-TB32} => {1786-TPS}",0.0107889413351315,0.888888888888889,34.6900584795322
"{1756-A7,1794-TB32} => {1756-PA72}",0.0107889413351315,1,26.4821428571429
"{1756-PA72,1794-TB32} => {1756-A7}",0.0107889413351315,0.941176470588235,30.3427109974425
"{1756-A7,1794-TB32} => {1756-N2}",0.0107889413351315,1,20.887323943662
"{1756-N2,1794-TB32} => {1756-A7}",0.0107889413351315,0.888888888888889,28.6570048309179
"{1756-PA72,1794-TB32} => {1756-N2}",0.0114632501685772,1,20.887323943662
"{1756-N2,1794-TB32} => {1756-PA72}",0.0114632501685772,0.944444444444444,25.0109126984127
"{1794-TB2,2080-SERIALISOL} => {1756-RMC1}",0.0101146325016858,1,49.4333333333333
"{1756-RMC1,2080-SERIALISOL} => {1794-TB2}",0.0101146325016858,0.9375,51.4930555555556
"{1794-TB2,2080-SERIALISOL} => {1756-CNBR}",0.0101146325016858,1,41.1944444444444
"{1794-TB2,2080-SERIALISOL} => {1786-TPS}",0.0101146325016858,1,39.0263157894737
"{1786-TPS,2080-SERIALISOL} => {1794-TB2}",0.0101146325016858,1,54.9259259259259
"{1794-TB2,2080-SERIALISOL} => {1756-A7}",0.0101146325016858,1,32.2391304347826
"{1794-TB2,2080-SERIALISOL} => {1756-PA72}",0.0101146325016858,1,26.4821428571429
"{1794-TB2,2080-SERIALISOL} => {1756-N2}",0.0101146325016858,1,20.887323943662
"{1756-RMC1,1794-TB2} => {1756-RM2}",0.0114632501685772,0.85,36.0157142857143
"{1756-RM2,1794-TB2} => {1756-RMC1}",0.0114632501685772,0.944444444444444,46.687037037037
"{1794-IB32,1794-TB2} => {1756-RMC1}",0.0101146325016858,0.882352941176471,43.6176470588235
"{1756-RMC1,1794-IB32} => {1794-TB2}",0.0101146325016858,0.9375,51.4930555555556
"{1756-RMC1,1794-TB2} => {1756-CNBR}",0.0134861766689144,1,41.1944444444444
"{1756-CNBR,1794-TB2} => {1756-RMC1}",0.0134861766689144,0.952380952380952,47.0793650793651
"{1756-CNBR,1756-RMC1} => {1794-TB2}",0.0134861766689144,0.909090909090909,49.9326599326599
"{1756-RMC1,1794-TB2} => {1786-TPS}",0.0134861766689144,1,39.0263157894737
"{1786-TPS,1794-TB2} => {1756-RMC1}",0.0134861766689144,0.869565217391304,42.9855072463768
